perioda	phase	group
81	4.4500747242	4.197143071
81.1	4.4504052134	4.1973200759
81.2	4.4507364617	4.1974913851
81.3	4.4510669434	4.1976650028
81.4	4.4513974215	4.1978369451
81.5	4.4517278959	4.1980072262
81.6	4.4520576037	4.1981798261
81.7	4.4523873079	4.1983507801
81.8	4.4527170085	4.198520102
81.9	4.4530467054	4.1986878054
82	4.4533756359	4.1988578445
82.1	4.4537053257	4.1990223455
82.2	4.4540342491	4.1991891963
82.3	4.454362406	4.1993583914
82.4	4.4546913223	4.1995220948
82.5	4.4550194721	4.1996881561
82.6	4.4553476185	4.199852667
82.7	4.4556757614	4.2000156403
82.8	4.4560039008	4.2001770888
82.9	4.4563312739	4.2003409093
83	4.4566586435	4.2005032179
83.1	4.4569860098	4.2006640272
83.2	4.4573133726	4.2008233494
83.3	4.457640732	4.2009811969
83.4	4.4579673252	4.2011414352
83.5	4.458293915	4.201300211
83.6	4.4586205014	4.2014575362
83.7	4.4589470845	4.2016134227
83.8	4.4592729014	4.2017717115
83.9	4.459599478	4.2019247499
84	4.4599252883	4.202080202
84.1	4.4602510953	4.20223425
84.2	4.4605761362	4.2023907108
84.3	4.4609019367	4.2025419792
84.4	4.4612269711	4.2026956711
84.5	4.4615520022	4.2028479925
84.6	4.4618770302	4.2029989544
84.7	4.462202055	4.2031485679
84.8	4.4625263137	4.2033006137
84.9	4.4628505692	4.2034513213
85	4.4631748215	4.2036007013
85.1	4.4634990707	4.2037487644
85.2	4.4638233168	4.2038955213
85.3	4.4641475598	4.2040409823
85.4	4.4644710368	4.204188893
85.5	4.4647945106	4.2043355173
85.6	4.4651179814	4.2044808654
85.7	4.4654414492	4.2046249476
85.8	4.465764151	4.2047714859
85.9	4.4660876126	4.2049130608
86	4.4664103084	4.2050571004
86.1	4.4667330011	4.2051999029
86.2	4.4670556908	4.2053414778
86.3	4.4673783775	4.2054818351
86.4	4.4677002984	4.2056246625
86.5	4.4680222162	4.2057662803
86.6	4.4683441311	4.2059066981
86.7	4.4686660431	4.2060459254
86.8	4.4689879521	4.2061839714
86.9	4.4693098582	4.2063208455
87	4.4696309986	4.2064602017
87.1	4.4699528989	4.2065947542
87.2	4.4702740335	4.206731796
87.3	4.4705951651	4.2068676915
87.4	4.470915531	4.2070060724
87.5	4.471236657	4.2071396968
87.6	4.4715577801	4.2072722016
87.7	4.4718781375	4.2074072019
87.8	4.4721984921	4.2075410893
87.9	4.4725188439	4.2076738724
88	4.4728391929	4.2078055598
88.1	4.4731587762	4.2079397448
88.2	4.4734791196	4.2080692611
88.3	4.4737986974	4.208201281
88.4	4.4741182724	4.2083322283
88.5	4.4744378446	4.2084621113
88.6	4.4747574142	4.2085909381
88.7	4.475076981	4.2087187168
88.8	4.4753965452	4.2088454556
88.9	4.4757153437	4.2089747047
89	4.4760341395	4.2091029194
89.1	4.4763529327	4.2092301077
89.2	4.4766717232	4.2093562772
89.3	4.476990511	4.209481436
89.4	4.4773092962	4.2096055915
89.5	4.4776273159	4.2097322627
89.6	4.4779460959	4.2098544298
89.7	4.4782641103	4.2099791174
89.8	4.4785821221	4.2101028219
89.9	4.4789001313	4.2102255508
90	4.479218138	4.2103473116
90.1	4.4795361421	4.2104681116
90.2	4.4798533807	4.2105914331
90.3	4.4801713796	4.2107103282
90.4	4.4804886132	4.2108317491
90.5	4.4808058441	4.2109522279
90.6	4.4811230726	4.2110717718
90.7	4.4814402985	4.2111903878
90.8	4.4817575219	4.2113080829
90.9	4.4820739799	4.2114283036
91	4.4823911984	4.2115441726
91.1	4.4827076514	4.211662571
91.2	4.483024102	4.2117800661
91.3	4.4833413131	4.2118932446
91.4	4.4836569958	4.2120123727
91.5	4.483973439	4.2121271978
91.6	4.4842898798	4.2122411461
91.7	4.4846063182	4.2123542242
91.8	4.4849219913	4.2124698338
91.9	4.4852376619	4.2125845764
92	4.4855540931	4.212695073
92.1	4.4858697589	4.2128081056
92.2	4.4861854224	4.2129202903
92.3	4.4865010835	4.2130316334
92.4	4.4868159794	4.2131455073
92.5	4.4871316358	4.2132551811
92.6	4.4874472898	4.2133640317
92.7	4.4877621786	4.2134754171
92.8	4.4880770651	4.213585982
92.9	4.4883919493	4.2136957324
93	4.4887068311	4.2138046744
93.1	4.4890217106	4.2139128138
93.2	4.4893365879	4.2140201566
93.3	4.4896514629	4.2141267084
93.4	4.4899663356	4.2142324752
93.5	4.4902804431	4.2143407766
93.6	4.4905945483	4.214448295
93.7	4.4909094142	4.2145517317
93.8	4.491223515	4.2146577059
93.9	4.4915376135	4.2147629141
94	4.4918517098	4.2148673619
94.1	4.4921658038	4.2149710547
94.2	4.4924798957	4.2150739981
94.3	4.4927932224	4.2151794742
94.4	4.4931073099	4.2152809304
94.5	4.4934206322	4.2153849208
94.6	4.4937347153	4.2154849113
94.7	4.4940480333	4.2155874375
94.8	4.4943613491	4.2156892372
94.9	4.4946746628	4.2157903156
95	4.4949879743	4.215890678
95.1	4.4953012837	4.2159903294
95.2	4.4956145909	4.2160892749
95.3	4.4959271331	4.2161907509
95.4	4.4962404361	4.2162882955
95.5	4.4965529741	4.2163883716
95.6	4.4968662728	4.2164845352
95.7	4.4971788066	4.2165832313
95.8	4.4974913382	4.2166812425
95.9	4.4978038678	4.2167785738
96	4.4981163953	4.2168752299
96.1	4.4984289207	4.2169712157
96.2	4.4987414441	4.2170665359
96.3	4.4990539654	4.2171611952
96.4	4.4993657217	4.2172583809
96.5	4.499678239	4.2173517282
96.6	4.4999899912	4.2174476024
96.7	4.5003025044	4.2175396562
96.8	4.5006142526	4.2176342374
96.9	4.5009259988	4.2177281767
97	4.501237743	4.2178214787
97.1	4.5015502481	4.2179109957
97.2	4.5018619883	4.2180030407
97.3	4.5021729636	4.2180976052
97.4	4.5024846998	4.2181884024
97.5	4.5027964341	4.2182785843
97.6	4.5031081664	4.2183681552
97.7	4.5034191338	4.2184602459
97.8	4.5037308622	4.2185486036
97.9	4.5040418257	4.2186394811
98	4.5043527872	4.2187297562
98.1	4.5046645098	4.2188163235
98.2	4.5049754675	4.2189054105
98.3	4.5052864233	4.2189939076
98.4	4.5055973772	4.2190818188
98.5	4.5059083291	4.2191691483
98.6	4.5062192792	4.2192559
98.7	4.5065302274	4.219342078
98.8	4.5068404107	4.2194307666
98.9	4.5071513551	4.219515805
99	4.5074622977	4.2196002814
99.1	4.5077724754	4.2196872679
99.2	4.5080834142	4.2197706282
99.3	4.5083935882	4.2198564979
99.4	4.5087037603	4.2199418131
99.5	4.5090146936	4.2200235258
99.6	4.509324862	4.2201077471
99.7	4.5096350287	4.2201914251
99.8	4.5099451935	4.2202745635
99.9	4.5102553565	4.2203571661
100	4.5105655176	4.2204392364
100.1	4.510875677	4.2205207781
100.2	4.5111850716	4.2206048182
100.3	4.5114952274	4.2206853097
100.4	4.5118053813	4.2207652834
100.5	4.5121147706	4.2208477541
100.6	4.512424921	4.2209266988
100.7	4.5127343066	4.2210081396
100.8	4.5130444535	4.2210860694
100.9	4.5133538356	4.2211664942
101	4.513663216	4.2212464143
101.1	4.5139733576	4.2213228454
101.2	4.5142827345	4.2214017699
101.3	4.5145921097	4.2214801999
101.4	4.5149014831	4.2215581385
101.5	4.5152108548	4.2216355892
101.6	4.5155202247	4.2217125551
101.7	4.515829593	4.2217890397
101.8	4.5161389595	4.221865046
101.9	4.5164475614	4.2219435339
102	4.5167569245	4.2220185897
102.1	4.5170662859	4.222093177
102.2	4.5173748827	4.2221702438
102.3	4.5176842408	4.2222438995
102.4	4.5179935971	4.2223170961
102.5	4.5183021889	4.2223927701
102.6	4.5186107789	4.2224679834
102.7	4.5189201303	4.2225398134
102.8	4.519228717	4.2226141184
102.9	4.5195373021	4.2226879721
103	4.5198466485	4.2227584627
103.1	4.5201552303	4.2228314261
103.2	4.5204638105	4.2229039469
103.3	4.520772389	4.2229760281
103.4	4.5210809659	4.2230476727
103.5	4.5213895412	4.2231188835
103.6	4.5216981148	4.2231896634
103.7	4.5220066869	4.2232600152
103.8	4.5223152573	4.2233299418
103.9	4.5226230632	4.2234023269
104	4.5229316304	4.2234714079
104.1	4.523240196	4.2235400721
104.2	4.5235479971	4.2236111921
104.3	4.5238565596	4.2236790273
104.4	4.5241651204	4.2237464539
104.5	4.5244729168	4.2238163334
104.6	4.5247814745	4.2238829473
104.7	4.5250892677	4.2239520122
104.8	4.5253978223	4.2240178241
104.9	4.5257056124	4.2240860851
105	4.526013401	4.2241539462
105.1	4.5263219509	4.224218573
105.2	4.5266297364	4.2242856457
105.3	4.5269375203	4.2243523265
105.4	4.5272453027	4.2244186177
105.5	4.5275530836	4.2244845219
105.6	4.5278616258	4.2245472226
105.7	4.5281694036	4.2246123639
105.8	4.52847718	4.2246771258
105.9	4.5287849547	4.2247415108
106	4.529092728	4.2248055211
106.1	4.5294004998	4.2248691594
106.2	4.5297075072	4.2249352259
106.3	4.530015276	4.2249981237
106.4	4.5303230433	4.2250606567
106.5	4.5306308091	4.2251228271
106.6	4.5309385734	4.2251846374
106.7	4.5312455734	4.2252488702
106.8	4.5315533347	4.2253099637
106.9	4.5318610947	4.225370704
107	4.5321688531	4.2254310933
107.1	4.5324758472	4.2254939006
107.2	4.5327836028	4.2255535915
107.3	4.5330905939	4.225615698
107.4	4.5333983466	4.2256746995
107.5	4.5337053349	4.2257361141
107.6	4.5340130847	4.225794435
107.7	4.5343200701	4.2258551666
107.8	4.534627817	4.2259128157
107.9	4.5349347996	4.225972873
108	4.5352417807	4.2260325947
108.1	4.5355495234	4.2260892506
108.2	4.5358565017	4.2261483109
108.3	4.5361634786	4.226207042
108.4	4.536471217	4.2262627237
108.5	4.5367781911	4.2263208059
108.6	4.5370851639	4.2263785652
108.7	4.5373921352	4.2264360036
108.8	4.537699868	4.2264904142
108.9	4.5380068366	4.2265472202
109	4.5383138038	4.2266037113
109.1	4.5386207696	4.2266598896
109.2	4.538927734	4.2267157571
109.3	4.539234697	4.2267713157
109.4	4.5395416587	4.2268265674
109.5	4.5398486191	4.2268815141
109.6	4.540155578	4.2269361578
109.7	4.5404625356	4.2269905004
109.8	4.5407694919	4.2270445439
109.9	4.5410764468	4.22709829
110	4.5413834004	4.2271517407
110.1	4.5416903527	4.2272048979
110.2	4.5419973036	4.2272577634
110.3	4.5423042532	4.227310339
110.4	4.5426112015	4.2273626267
110.5	4.5429181484	4.2274146281
110.6	4.5432243311	4.2274689952
110.7	4.5435312754	4.2275204265
110.8	4.5438382184	4.227571577
110.9	4.5441451601	4.2276224485
111	4.5444521005	4.2276730428
111.1	4.5447582767	4.2277259955
111.2	4.5450652145	4.2277760373
111.3	4.545372151	4.2278258071
111.4	4.5456790862	4.2278753066
111.5	4.5459852572	4.2279271587
111.6	4.5462921898	4.2279761195
111.7	4.5465991212	4.228024815
111.8	4.5469052884	4.2280758588
111.9	4.5472122172	4.2281240257
112	4.5475191448	4.2281719323
112.1	4.5478253081	4.2282221828
112.2	4.5481322331	4.2282695707
112.3	4.5484391569	4.2283167033
112.4	4.5487453165	4.2283661751
112.5	4.5490522378	4.2284127986
112.6	4.5493591578	4.2284591714
112.7	4.5496653137	4.2285078791
112.8	4.5499722312	4.2285537524
112.9	4.5502783846	4.2286019575
113	4.5505852997	4.2286473375
113.1	4.5508914506	4.2286950462
113.2	4.5511983632	4.2287399389
113.3	4.5515052746	4.2287845918
113.4	4.5518114218	4.2288315689
113.5	4.5521183308	4.2288757437
113.6	4.5524244756	4.2289222395
113.7	4.5527313821	4.2289659421
113.8	4.5530375245	4.2290119626
113.9	4.5533444287	4.2290551989
114	4.5536505687	4.22910075
114.1	4.5539574704	4.2291435257
114.2	4.554263608	4.2291886131
114.3	4.5545705073	4.2292309339
114.4	4.5548766425	4.2292755633
114.5	4.5551835395	4.229317435
114.6	4.5554896724	4.229361612
114.7	4.555796567	4.22940304
114.8	4.5561034604	4.2294442497
114.9	4.5564095898	4.2294877601
115	4.5567164809	4.2295285343
115.1	4.5570226079	4.229571606
115.2	4.5573294967	4.2296119502
115.3	4.5576356214	4.2296545887
115.4	4.5579425078	4.2296945081
115.5	4.5582486302	4.2297367186
115.6	4.5585555144	4.2297762186
115.7	4.5588616345	4.2298180063
115.8	4.5591685163	4.229857092
115.9	4.5594746341	4.2298984622
116	4.5597815137	4.2299371386
116.1	4.5600876292	4.2299780963
116.2	4.5603945066	4.2300163685
116.3	4.5607006198	4.2300569188
116.4	4.5610074949	4.2300947919
116.5	4.5613136059	4.2301349397
116.6	4.5616204787	4.2301724185
116.7	4.5619273505	4.2302097033
116.8	4.5622334581	4.230249258
116.9	4.5625403276	4.2302861558
117	4.5628464331	4.2303253201
117.1	4.5631533004	4.2303618357
117.2	4.5634594036	4.2304006144
117.3	4.5637662687	4.2304367523
117.4	4.5640731326	4.2304727046
117.5	4.5643792326	4.2305109151
117.6	4.5646860944	4.2305464967
117.7	4.5649921922	4.2305843332
117.8	4.5652990518	4.2306195487
117.9	4.5656059103	4.2306545841
118	4.5659120048	4.2306918695
118.1	4.5662188612	4.2307265456
118.2	4.5665257165	4.2307610449
118.3	4.5668318078	4.2307977891
118.4	4.567138661	4.2308319356
118.5	4.5674455131	4.2308659087
118.6	4.5677523642	4.2308997093
118.7	4.5680584512	4.2309357482
118.8	4.5683653001	4.2309692046
118.9	4.568672148	4.2310024917
119	4.5689782319	4.231038012
119.1	4.5692850776	4.2310709612
119.2	4.5695919224	4.2311037442
119.3	4.569898766	4.2311363622
119.4	4.5702056087	4.2311688161
119.5	4.5705116873	4.2312034946
119.6	4.5708185279	4.2312356207
119.7	4.5711253674	4.2312675858
119.8	4.5714322059	4.2312993907
119.9	4.5717390434	4.2313310366
120	4.5720458798	4.2313625243
120.1	4.5723527152	4.2313938548
120.2	4.5726595496	4.2314250292
120.3	4.572966383	4.2314560483
120.4	4.5732732154	4.2314869132
120.5	4.5735800468	4.2315176247
120.6	4.5738861142	4.2315505421
120.7	4.5741929435	4.2315809471
120.8	4.5745005348	4.2316088486
120.9	4.5748073621	4.231638956
121	4.5751141884	4.2316689148
121.1	4.5754210137	4.2316987257
121.2	4.5757278381	4.2317283898
121.3	4.5760346614	4.2317579079
121.4	4.5763414838	4.2317872808
121.5	4.5766483051	4.2318165095
121.6	4.5769551255	4.2318455949
121.7	4.5772627078	4.2318722084
121.8	4.5775695263	4.2319010123
121.9	4.5778763437	4.2319296755
122	4.5781831602	4.2319581987
122.1	4.5784899756	4.231986583
122.2	4.5787975531	4.2320125125
122.3	4.5791043666	4.2320406238
122.4	4.5794111792	4.2320685986
122.5	4.5797187538	4.2320941288
122.6	4.5800255644	4.2321218356
122.7	4.5803323741	4.2321494084
122.8	4.5806399458	4.2321745467
122.9	4.5809467536	4.2322018564
123	4.5812543233	4.2322267383
123.1	4.5815611292	4.2322537881
123.2	4.5818686971	4.2322784168
123.3	4.5821755011	4.2323052099
123.4	4.5824830671	4.2323295885
123.5	4.5827898692	4.232356128
123.6	4.5830974333	4.2323802595
123.7	4.5834049964	4.2324042699
123.8	4.5837117958	4.232430436
123.9	4.5840193571	4.232454204
124	4.5843269174	4.2324778531
124.1	4.5846337139	4.2325036526
124.2	4.5849412725	4.2325270637
124.3	4.5852488301	4.2325503581
124.4	4.5855563868	4.2325735366
124.5	4.5858631796	4.2325988586
124.6	4.5861707344	4.2326218049
124.7	4.5864782884	4.2326446374
124.8	4.5867858414	4.2326673569
124.9	4.5870933935	4.2326899639
125	4.5874009447	4.2327124593
125.1	4.587708495	4.2327348438
125.2	4.5880160444	4.2327571179
125.3	4.5883235929	4.2327792824
125.4	4.5886311405	4.232801338
125.5	4.5889386872	4.2328232853
125.6	4.589246233	4.2328451251
125.7	4.5895537779	4.2328668579
125.8	4.5898620849	4.2328862575
125.9	4.5901696281	4.2329077809
126	4.5904771703	4.2329291994
126.1	4.5907847117	4.2329505136
126.2	4.5910930151	4.2329695067
126.3	4.5914005547	4.2329906167
126.4	4.5917080935	4.2330116243
126.5	4.5920163943	4.2330303199
126.6	4.5923239312	4.233051127
126.7	4.5926322303	4.2330696282
126.8	4.5929397655	4.2330902375
126.9	4.5932480629	4.2331085467
127	4.5935555964	4.2331289604
127.1	4.593863892	4.2331470801
127.2	4.5941714238	4.2331673008
127.3	4.5944797176	4.2331852334
127.4	4.5947880106	4.2332030744
127.5	4.5950955399	4.2332230112
127.6	4.5954038312	4.2332406687
127.7	4.5957121216	4.2332582364
127.8	4.5960204112	4.2332757149
127.9	4.5963287	4.2332931049
128	4.596636225	4.2333125818
128.1	4.596944512	4.2333297939
128.2	4.5972527983	4.2333469191
128.3	4.5975610836	4.2333639579
128.4	4.5978693682	4.2333809109
128.5	4.5981776519	4.2333977787
128.6	4.5984859348	4.2334145618
128.7	4.5987949798	4.2334291018
128.8	4.599103261	4.2334457194
128.9	4.5994115414	4.2334622539
129	4.599719821	4.2334787058
129.1	4.6000280997	4.2334950757
129.2	4.6003371406	4.2335092166
129.3	4.6006454177	4.2335254263
129.4	4.600953694	4.2335415556
129.5	4.6012627324	4.2335554642
129.6	4.601571007	4.2335714363
129.7	4.6018800438	4.2335851933
129.8	4.6021883169	4.2336010104
129.9	4.602497352	4.2336146178
130	4.6028063864	4.2336281523
130.1	4.603114657	4.2336437416
130.2	4.6034236897	4.2336571295
130.3	4.6037327217	4.2336704458
130.4	4.6040409899	4.2336858118
130.5	4.6043500203	4.2336989845
130.6	4.6046590498	4.2337120871
130.7	4.6049680786	4.2337251202
130.8	4.6052771065	4.2337380841
130.9	4.6055861337	4.2337509795
131	4.6058951601	4.2337638066
131.1	4.6062041857	4.233776566
131.2	4.6065132105	4.2337892582
131.3	4.6068222346	4.2338018835
131.4	4.6071312578	4.2338144425
131.5	4.6074402803	4.2338269356
131.6	4.6077500649	4.233837269
131.7	4.6080590859	4.2338496337
131.8	4.608368106	4.2338619339
131.9	4.6086778883	4.2338720822
132	4.6089869069	4.2338842566
132.1	4.6092959247	4.2338963678
132.2	4.6096057047	4.2339063349
132.3	4.609914721	4.2339183229
132.4	4.6102244995	4.233928172
132.5	4.6105342772	4.2339379638
132.6	4.6108432912	4.2339497713
132.7	4.6111530674	4.2339594475
132.8	4.6114628428	4.2339690677
132.9	4.6117718546	4.2339806984
133	4.6120816285	4.2339902055
133.1	4.6123914016	4.2339996577
133.2	4.6127011741	4.2340090553
133.3	4.6130109457	4.2340183989
133.4	4.6133207166	4.2340276888
133.5	4.6136304868	4.2340369253
133.6	4.6139402562	4.2340461089
133.7	4.6142500249	4.2340552399
133.8	4.6145605558	4.2340622715
133.9	4.614870323	4.2340713006
134	4.6151800895	4.2340802783
134.1	4.6154898552	4.2340892049
134.2	4.6158003831	4.234096042
134.3	4.6161101474	4.2341048696
134.4	4.6164206739	4.2341116127
134.5	4.6167304367	4.2341203428
134.6	4.6170409617	4.2341269932
134.7	4.617350723	4.2341356273
134.8	4.6176612466	4.2341421865
134.9	4.6179717694	4.2341487016
135	4.6182822916	4.234155173
135.1	4.61859205	4.2341636212
135.2	4.6189025707	4.2341700041
135.3	4.6192130907	4.2341763444
135.4	4.6195236099	4.2341826422
135.5	4.6198341284	4.2341888981
135.6	4.6201446462	4.2341951122
135.7	4.6204551634	4.234201285
135.8	4.6207656798	4.2342074167
135.9	4.6210769584	4.2342115038
136	4.6213874734	4.2342175564
136.1	4.6216979877	4.234223569
136.2	4.6220085012	4.2342295418
136.3	4.622319777	4.2342334793
136.4	4.6226302892	4.2342393755
136.5	4.6229415636	4.2342432411
136.6	4.6232520744	4.234249062
136.7	4.6235633474	4.2342528568
136.8	4.6238738568	4.2342586036
136.9	4.6241851285	4.234262329
137	4.6244963994	4.2342660211
137.1	4.6248076696	4.2342696801
137.2	4.6251181763	4.2342752843
137.3	4.6254294451	4.2342788762
137.4	4.6257407133	4.234282436
137.5	4.6260519808	4.2342859639
137.6	4.6263632477	4.2342894602
137.7	4.6266745138	4.2342929253
137.8	4.6269865422	4.2342943933
137.9	4.627297807	4.2342977985
138	4.6276090711	4.2343011732
138.1	4.6279203345	4.2343045178
138.2	4.6282323602	4.2343058743
138.3	4.6285436223	4.2343091613
138.4	4.6288556467	4.2343104646
138.5	4.6291669074	4.234313695
138.6	4.6294789305	4.2343149462
138.7	4.6297901899	4.2343181212
138.8	4.6301022116	4.2343193213
138.9	4.6304142326	4.2343204972
139	4.6307262529	4.2343216492
139.1	4.6310375097	4.2343247182
139.2	4.6313495287	4.2343258211
139.3	4.6316615471	4.2343269009
139.4	4.6319735648	4.2343279577
139.5	4.6322855819	4.2343289917
139.6	4.6325975983	4.2343300034
139.7	4.632910377	4.2343290635
139.8	4.6332223921	4.2343300329
139.9	4.6335344066	4.2343309805
140	4.6338464204	4.2343319066
140.1	4.6341591965	4.2343308897
140.2	4.634471209	4.2343317754
140.3	4.6347839838	4.2343307224
140.4	4.635095995	4.2343315686
140.5	4.6354087685	4.2343304803
140.6	4.6357215414	4.2343293757
140.7	4.6360335507	4.2343301653
140.8	4.6363463223	4.2343290268
140.9	4.6366590933	4.2343278725
141	4.6369718636	4.2343267028
141.1	4.6372846333	4.2343255177
141.2	4.6375974024	4.2343243176
141.3	4.6379101708	4.2343231027
141.4	4.6382229386	4.2343218731
141.5	4.6385357058	4.2343206291
141.6	4.6388492353	4.2343174773
141.7	4.6391620012	4.2343162069
141.8	4.6394747665	4.2343149227
141.9	4.6397882941	4.2343117367
142	4.6401010581	4.2343104273
142.1	4.6404145845	4.2343072203
142.2	4.6407273473	4.2343058865
142.3	4.6410408724	4.2343026592
142.4	4.6413543969	4.2342994228
142.5	4.6416671579	4.2342980548
142.6	4.6419806812	4.2342947993
142.7	4.6422942038	4.2342915354
142.8	4.6426077259	4.2342882633
142.9	4.6429212473	4.2342849832
143	4.6432347681	4.2342816952
143.1	4.6435482883	4.2342783995
143.2	4.6438625709	4.2342732319
143.3	4.6441760899	4.2342699232
143.4	4.6444896083	4.2342666074
143.5	4.644803889	4.2342614256
143.6	4.6451174062	4.2342580979
143.7	4.6454309228	4.2342547636
143.8	4.6457452017	4.2342495691
143.9	4.6460594801	4.234244372
144	4.6463729949	4.2342410224
144.1	4.646687272	4.2342358187
144.2	4.6470015485	4.2342306127
144.3	4.6473158245	4.2342254046
144.4	4.6476300998	4.2342201947
144.5	4.6479443746	4.2342149831
144.6	4.6482586487	4.2342097699
144.7	4.6485729223	4.2342045554
144.8	4.6488871953	4.2341993395
144.9	4.6492014677	4.2341941226
145	4.6495165025	4.2341870724
145.1	4.6498307737	4.2341818555
145.2	4.6501450443	4.234176638
145.3	4.6504600773	4.2341695928
145.4	4.6507743468	4.2341643763
145.5	4.6510893787	4.2341573358
145.6	4.6514044099	4.2341502988
145.7	4.6517194406	4.2341432654
145.8	4.6520337078	4.2341380543
145.9	4.6523487373	4.2341310267
146	4.6526637663	4.2341240032
146.1	4.6529787946	4.2341169838
146.2	4.6532938225	4.2341099687
146.3	4.6536088497	4.234102958
146.4	4.6539246393	4.2340941437
146.5	4.6542396654	4.2340871439
146.6	4.6545546909	4.234080149
146.7	4.6548704788	4.234071356
146.8	4.6551855032	4.2340643728
146.9	4.65550129	4.2340555952
147	4.6558163133	4.2340486242
147.1	4.6561320989	4.2340398625
147.2	4.6564471211	4.2340329044
147.3	4.6567629056	4.2340241591
147.4	4.6570786895	4.234015423
147.5	4.657394473	4.2340066963
147.6	4.6577102558	4.2339979791
147.7	4.6580260381	4.2339892714
147.8	4.6583418198	4.2339805735
147.9	4.658657601	4.2339718853
148	4.6589741446	4.2339614261
148.1	4.6592899247	4.2339527596
148.2	4.6596057042	4.2339441033
148.3	4.6599222461	4.2339336812
148.4	4.6602380246	4.2339250473
148.5	4.6605545654	4.2339146511
148.6	4.6608711057	4.2339042688
148.7	4.6611868825	4.23389567
148.8	4.6615034216	4.2338853143
148.9	4.6618199603	4.2338749728
149	4.6621364984	4.2338646456
149.1	4.6624530359	4.2338543329
149.2	4.662769573	4.2338440348
149.3	4.6630861095	4.2338337513
149.4	4.6634026454	4.2338234826
149.5	4.6637191808	4.2338132287
149.6	4.6640364786	4.2338012351
149.7	4.664353013	4.2337910129
149.8	4.6646703097	4.2337790544
149.9	4.664986843	4.2337688641
150	4.6653041386	4.2337569411
150.1	4.6656206708	4.2337467832
150.2	4.6659379655	4.233734896
150.3	4.6662552595	4.2337230277
150.4	4.6665725531	4.2337111783
150.5	4.6668898461	4.2336993479
150.6	4.6672071386	4.2336875366
150.7	4.6675244306	4.2336757445
150.8	4.6678417221	4.2336639718
150.9	4.668159013	4.2336522183
151	4.6684770664	4.2336387524
151.1	4.6687943563	4.2336270396
151.2	4.6691124086	4.2336136176
151.3	4.6694296974	4.2336019456
151.4	4.6697477487	4.2335885679
151.5	4.6700650365	4.2335769372
151.6	4.6703830868	4.2335636041
151.7	4.6707011365	4.2335502941
151.8	4.6710191857	4.2335370074
151.9	4.6713372344	4.233523744
152	4.6716552826	4.2335105041
152.1	4.6719733303	4.2334972876
152.2	4.6722913774	4.2334840947
152.3	4.6726094241	4.2334709254
152.4	4.6729274702	4.2334577798
152.5	4.6732462788	4.2334429497
152.6	4.6735643239	4.2334298533
152.7	4.6738831315	4.2334150757
152.8	4.6742011756	4.2334020288
152.9	4.6745199822	4.2333873038
153	4.6748387882	4.2333726062
153.1	4.6751575938	4.2333579358
153.2	4.6754756359	4.23334499
153.3	4.6757944405	4.2333303728
153.4	4.6761132445	4.2333157831
153.5	4.6764320481	4.2333012209
153.6	4.6767516141	4.2332849952
153.7	4.6770704166	4.2332704898
153.8	4.6773892187	4.233256012
153.9	4.6777087832	4.2332398756
154	4.6780275843	4.233225455
154.1	4.6783471478	4.2332093788
154.2	4.6786659479	4.2331950156
154.3	4.6789855105	4.2331789999
154.4	4.6793050725	4.2331630154
154.5	4.6796238711	4.2331487393
154.6	4.6799434322	4.2331328156
154.7	4.6802629928	4.2331169231
154.8	4.6805825529	4.233101062
154.9	4.6809028754	4.2330835608
155	4.6812224346	4.2330677639
155.1	4.6815419932	4.2330519985
155.2	4.6818615514	4.2330362645
155.3	4.682181872	4.2330188968
155.4	4.6825014292	4.2330032275
155.5	4.6828217489	4.2329859276
155.6	4.6831420681	4.2329686623
155.7	4.6834616238	4.232953091
155.8	4.683781942	4.2329358937
155.9	4.6841022598	4.2329187313
156	4.6844225771	4.2329016037
156.1	4.6847428939	4.2328845109
156.2	4.6850632102	4.2328674531
156.3	4.685383526	4.2328504303
156.4	4.6857038414	4.2328334424
156.5	4.6860249192	4.2328148423
156.6	4.6863452337	4.232797926
156.7	4.6866663106	4.2327794005
156.8	4.6869866241	4.232762556
156.9	4.6873077	4.2327441052
157	4.6876287755	4.2327256926
157.1	4.6879490876	4.2327089568
157.2	4.6882701622	4.2326906192
157.3	4.6885912363	4.2326723198
157.4	4.6889123099	4.2326540587
157.5	4.6892333831	4.232635836
157.6	4.6895544558	4.2326176516
157.7	4.689876291	4.2325978759
157.8	4.6901973628	4.2325797698
157.9	4.6905184341	4.2325617021
158	4.6908402679	4.2325420475
158.1	4.6911621013	4.2325224343
158.2	4.6914831712	4.232504485
158.3	4.6918050037	4.2324849532
158.4	4.6921268356	4.2324654629
158.5	4.6924486672	4.2324460141
158.6	4.6927697353	4.2324282236
158.7	4.6930923289	4.2324072411
158.8	4.693414159	4.2323879169
158.9	4.6937359887	4.2323686343
159	4.694057818	4.2323493933
159.1	4.6943796468	4.232330194
159.2	4.6947022381	4.2323094281
159.3	4.695024066	4.2322903136
159.4	4.6953466564	4.2322696353
159.5	4.6956692464	4.2322490017
159.6	4.6959910729	4.2322300151
159.7	4.696313662	4.2322094692
159.8	4.6966362506	4.2321889679
159.9	4.6969588388	4.2321685112
160	4.6972814265	4.2321480992
160.1	4.6976040138	4.2321277318
160.2	4.6979266007	4.2321074091
160.3	4.69824995	4.2320855384
