perioda	phase	group
39.6	4.2569122672	3.9431689185
39.7	4.2577649703	3.9449611979
39.8	4.2586130067	3.9467367454
39.9	4.2594563773	3.9484964021
40	4.2602943205	3.9502516218
40.1	4.261128363	3.9519819109
40.2	4.2619569802	3.9537092724
40.3	4.2627809358	3.9554238491
40.4	4.2636009938	3.9571159192
40.5	4.2644163925	3.9587967616
40.6	4.26522637	3.9604774875
40.7	4.2660332155	3.9621276176
40.8	4.266834642	3.9637790095
40.9	4.2676321757	3.9654116616
41	4.2684250548	3.9670365769
41.1	4.2692140431	3.9686441871
41.2	4.2699983787	3.9702453887
41.3	4.2707788252	3.9718306576
41.4	4.2715553836	3.9734006917
41.5	4.2723272921	3.9749662312
41.6	4.2730953142	3.9765178186
41.7	4.2738594507	3.9780561075
41.8	4.2746197025	3.9795817372
41.9	4.2753760706	3.9810953333
42	4.2761285558	3.982597507
42.1	4.2768763959	3.9840987007
42.2	4.2776211173	3.9855797807
42.3	4.2783619581	3.9870511935
42.4	4.2790996819	3.9885037579
42.5	4.2798327639	3.9899575313
42.6	4.2805627304	3.9913936055
42.7	4.2812888193	3.9928222386
42.8	4.2820117942	3.9942343358
42.9	4.2827301301	3.9956496358
43	4.2834461162	3.9970399133
43.1	4.2841582277	3.9984248465
43.2	4.2848664652	3.9998049004
43.3	4.285571592	4.0011710877
43.4	4.286273609	4.002523945
43.5	4.2869725169	4.0038639976
43.6	4.2876675536	4.0052011056
43.7	4.2883594823	4.0065263675
43.8	4.2890483039	4.0078402767
43.9	4.289733256	4.0091525681
44	4.2904158648	4.0104451837
44.1	4.2910946055	4.0117370559
44.2	4.2917710042	4.0130102305
44.3	4.2924435359	4.0142834977
44.4	4.2931137268	4.0155390065
44.5	4.2937808148	4.0167863378
44.6	4.2944448004	4.0180259077
44.7	4.2951056842	4.0192581232
44.8	4.2957634666	4.0204833827
44.9	4.2964181481	4.021702076
45	4.2970704922	4.0229056627
45.1	4.2977197366	4.0241034926
45.2	4.2983666447	4.0252870661
45.3	4.2990104542	4.0264656587
45.4	4.2996511656	4.0276396192
45.5	4.3002895422	4.0288005094
45.6	4.3009248216	4.0299574956
45.7	4.3015577671	4.0311021805
45.8	4.3021883795	4.032234963
45.9	4.3028158962	4.0333649031
46	4.3034403176	4.0344923051
46.1	4.30406317	4.0356002387
46.2	4.3046829282	4.0367063255
46.3	4.3053003554	4.0378022892
46.4	4.3059146892	4.0388970183
46.5	4.3065274557	4.0399737697
46.6	4.3071371299	4.0410499226
46.7	4.3077444747	4.0421172807
46.8	4.3083494908	4.0431761721
46.9	4.3089521785	4.0442269182
47	4.3095517754	4.0452782109
47.1	4.3101498075	4.0463135823
47.2	4.3107455124	4.047341735
47.3	4.3113388907	4.0483629655
47.4	4.3119299427	4.0493775647
47.5	4.3125186687	4.0503858173
47.6	4.3131050692	4.0513880026
47.7	4.3136891444	4.0523843941
47.8	4.3142708947	4.0533752598
47.9	4.3148510834	4.0543527106
48	4.3154289481	4.0553252019
48.1	4.316004489	4.0562929858
48.2	4.3165777065	4.0572563089
48.3	4.3171493639	4.0582073573
48.4	4.3177179357	4.0591625008
48.5	4.3182857107	4.0600978776
48.6	4.318850401	4.061037806
48.7	4.3194135323	4.0619665171
48.8	4.3199751052	4.0628842963
48.9	4.3205343572	4.0637993391
49	4.3210912884	4.0647118537
49.1	4.321646662	4.0656141749
49.2	4.3221997156	4.0665144152
49.3	4.3227512122	4.0674049459
49.4	4.3233011522	4.0682860238
49.5	4.3238487732	4.0691656803
49.6	4.3243940752	4.0700440984
49.7	4.3249385844	4.0709059867
49.8	4.3254800124	4.0717747883
49.9	4.326020648	4.0726275363
50	4.326558966	4.0734798645
50.1	4.3270957294	4.0743242882
50.2	4.3276309385	4.0751610304
50.3	4.3281638307	4.0759979149
50.4	4.3286951691	4.0768275107
50.5	4.329224954	4.0776500288
50.6	4.3297531857	4.0784656767
50.7	4.3302798644	4.0792746579
50.8	4.3308042276	4.0800846725
50.9	4.3313278011	4.0808808976
51	4.3318490597	4.081678504
51.1	4.3323687662	4.0824701828
51.2	4.332886921	4.0832561201
51.3	4.3334035243	4.0840364986
51.4	4.3339185764	4.0848114977
51.5	4.3344320775	4.0855812937
51.6	4.3349432649	4.086353397
51.7	4.3354536645	4.087113284
51.8	4.3359625138	4.0878684774
51.9	4.3364698131	4.0886191407
52	4.3369755624	4.0893654347
52.1	4.3374797621	4.0901075173
52.2	4.3379824123	4.0908455431
52.3	4.3384842762	4.0915724635
52.4	4.3389838283	4.092302847
52.5	4.3394825944	4.093022459
52.6	4.339979049	4.0937457861
52.7	4.3404747181	4.0944586645
52.8	4.3409688389	4.0951683937
52.9	4.3414621747	4.0958680221
53	4.3419531998	4.0965718751
53.1	4.3424434402	4.0972659284
53.2	4.3429321331	4.0979573964
53.3	4.3434192789	4.0986464048
53.4	4.3439056404	4.0993260816
53.5	4.3443896923	4.100010556
53.6	4.3448737232	4.1006790156
53.7	4.3453554448	4.1013525067
53.8	4.3458363829	4.1020172438
53.9	4.3463157749	4.1026802971
54	4.3467936209	4.1033417765
54.1	4.347270684	4.1039949191
54.2	4.3477469644	4.104639882
54.3	4.3482209365	4.1052904913
54.4	4.3486941261	4.1059331609
54.5	4.3491665336	4.1065680409
54.6	4.3496373961	4.1072020634
54.7	4.3501067138	4.1078353238
54.8	4.3505752498	4.108461166
54.9	4.3510422413	4.1090864645
55	4.3515084513	4.1097045933
55.1	4.3519738801	4.1103156895
55.2	4.352437765	4.1109265712
55.3	4.352900106	4.111537323
55.4	4.3533616662	4.112141378
55.5	4.3538216828	4.112745499
55.6	4.3542809188	4.1133431485
55.7	4.3547393745	4.1139344523
55.8	4.355196287	4.1145261184
55.9	4.3556524195	4.1151116532
56	4.356107772	4.1156911767
56.1	4.3565615819	4.1162713435
56.2	4.3570138492	4.1168522233
56.3	4.3574660998	4.1174208759
56.4	4.3579168082	4.1179904379
56.5	4.3583659744	4.1185609747
56.6	4.3588151243	4.1191196358
56.7	4.3592627324	4.1196794585
56.8	4.3597087986	4.120240504
56.9	4.360154849	4.1207900103
57	4.3605993579	4.1213409172
57.1	4.3610430883	4.1218869013
57.2	4.3614852774	4.1224344282
57.3	4.3619274511	4.1229708527
57.4	4.3623680838	4.1235089862
57.5	4.3628079385	4.1240425606
57.6	4.3632462524	4.1245779757
57.7	4.3636845514	4.1251027008
57.8	4.3641213098	4.1256294217
57.9	4.3645572907	4.1261519251
58	4.3649924941	4.1266703002
58.1	4.3654269203	4.1271846346
58.2	4.3658598063	4.1277012315
58.3	4.3662919152	4.1282139313
58.4	4.3667240099	4.1287166303
58.5	4.367154565	4.1292218
58.6	4.3675843432	4.1297233208
58.7	4.3680125819	4.1302274176
58.8	4.3684408068	4.1307218665
58.9	4.3688682553	4.1312129034
59	4.3692941645	4.1317067074
59.1	4.3697192975	4.1321972243
59.2	4.3701444171	4.1326784539
59.3	4.3705679978	4.1331626318
59.4	4.3709908026	4.1336437424
59.5	4.3714128314	4.1341218569
59.6	4.3718340844	4.1345970452
59.7	4.3722545618	4.1350693763
59.8	4.3726742635	4.135538918
59.9	4.3730931898	4.1360057371
60	4.3735113407	4.1364698996
60.1	4.3739287162	4.1369314701
60.2	4.3743453166	4.1373905126
60.3	4.3747611418	4.1378470898
60.4	4.375176192	4.1383012637
60.5	4.3755904672	4.1387530953
60.6	4.3760039675	4.1392026444
60.7	4.3764166931	4.1396499703
60.8	4.376828644	4.1400951311
60.9	4.3772398202	4.1405381842
61	4.3776502219	4.1409791859
61.1	4.3780598491	4.1414181919
61.2	4.3784694649	4.1418494485
61.3	4.3788775435	4.1422846383
61.4	4.3792856108	4.142712211
61.5	4.3796921411	4.1431437966
61.6	4.3800986602	4.1435678941
61.7	4.3805036425	4.143996081
61.8	4.3809086137	4.1444169054
61.9	4.3813128111	4.144836173
62	4.3817162348	4.1452539321
62.1	4.3821196477	4.1456645347
62.2	4.3825215242	4.1460794299
62.3	4.3829226271	4.1464929567
62.4	4.3833237194	4.1468995019
62.5	4.3837240384	4.1473047922
62.6	4.3841235842	4.1477088715
62.7	4.3845223566	4.1481117829
62.8	4.384920356	4.1485135688
62.9	4.3853183451	4.1489086726
63	4.3857147983	4.1493083435
63.1	4.3861112414	4.1497014376
63.2	4.3865069117	4.1500935925
63.3	4.3869018091	4.1504848473
63.4	4.3872966967	4.1508697011
63.5	4.3876908116	4.1512537539
63.6	4.388083391	4.1516425589
63.7	4.3884759607	4.1520251098
63.8	4.3888685208	4.1524014766
63.9	4.3892595457	4.1527826916
64	4.389650561	4.1531578158
64.1	4.390040804	4.1535323759
64.2	4.3904302748	4.1539064054
64.3	4.3908197363	4.1542745017
64.4	4.3912084257	4.1546421552
64.5	4.3915963431	4.155009398
64.6	4.3919834884	4.1553762616
64.7	4.3923706247	4.1557373859
64.8	4.3927569892	4.156098214
64.9	4.3931425818	4.156458776
65	4.3935274026	4.1568191011
65.1	4.3939122146	4.1571738715
65.2	4.3942962549	4.1575284838
65.3	4.3946802866	4.1578776409
65.4	4.3950627838	4.1582320307
65.5	4.3954452724	4.1585810413
65.6	4.3958277525	4.1589247312
65.7	4.3962086984	4.1592737217
65.8	4.3965896357	4.1596174646
65.9	4.3969705648	4.1599560162
66	4.3973499597	4.1602999326
66.1	4.3977293463	4.160638728
66.2	4.3981087247	4.1609724572
66.3	4.3984865692	4.1613116113
66.4	4.3988644055	4.1616457665
66.5	4.3992422338	4.1619749762
66.6	4.3996185282	4.1623096672
66.7	4.3999955776	4.1626343004
66.8	4.4003710933	4.1629644575
66.9	4.4007466011	4.1632898164
67	4.4011213382	4.1636155739
67.1	4.4014960675	4.1639366144
67.2	4.4018700262	4.1642581131
67.3	4.4022432143	4.1645800894
67.4	4.4026163947	4.1648974569
67.5	4.4029895676	4.1652102639
67.6	4.4033612072	4.1655287288
67.7	4.4037328392	4.1658426893
67.8	4.4041044638	4.1661521923
67.9	4.4044753182	4.1664623399
68	4.4048454022	4.1667731487
68.1	4.405215479	4.1670795995
68.2	4.4055847855	4.1673867634
68.3	4.4059540849	4.1676896399
68.4	4.4063226142	4.1679932799
68.5	4.4066903734	4.1682976985
68.6	4.4070581255	4.1685979234
68.7	4.4074251076	4.1688989752
68.8	4.4077920827	4.1691959002
68.9	4.4081590508	4.1694887406
69	4.4085244862	4.1697874357
69.1	4.4088906776	4.170077153
69.2	4.4092553364	4.1703727509
69.3	4.4096199883	4.1706643734
69.4	4.4099846334	4.1709520608
69.5	4.4103485089	4.1712407546
69.6	4.4107123778	4.1715255744
69.7	4.411075477	4.1718114423
69.8	4.4114378067	4.1720983696
69.9	4.4118001299	4.1723815029
70	4.4121624464	4.1726608802
70.1	4.4125239936	4.1729413854
70.2	4.4128855343	4.1732181917
70.3	4.4132463057	4.1734961639
70.4	4.4136063078	4.1737753119
70.5	4.4139663035	4.1740508354
70.6	4.4143262929	4.1743227704
70.7	4.4146855131	4.1745959442
70.8	4.415044727	4.1748655829
70.9	4.4154031718	4.1751364953
71	4.4157616104	4.1754039247
71.1	4.41611928	4.1756726617
71.2	4.4164769435	4.1759379666
71.3	4.416833838	4.1762046119
71.4	4.4171907264	4.1764678751
71.5	4.4175468459	4.1767325103
71.6	4.4179029594	4.1769938124
71.7	4.418258304	4.1772565173
71.8	4.4186136427	4.1775159367
71.9	4.4189689755	4.1777721026
72	4.4193235396	4.1780297243
72.1	4.4196780979	4.1782841385
72.2	4.4200318874	4.178540037
72.3	4.4203856712	4.1787927731
72.4	4.4207386864	4.1790470211
72.5	4.4210916958	4.1792981508
72.6	4.4214446997	4.1795461924
72.7	4.4217969349	4.1797957938
72.8	4.4221484017	4.1800469594
72.9	4.4225006257	4.1802904908
73	4.4228520814	4.1805356279
73.1	4.4232027686	4.1807823747
73.2	4.4235534503	4.1810261585
73.3	4.4239041265	4.1812670075
73.4	4.4242540345	4.1815095096
73.5	4.424603937	4.1817491163
73.6	4.4249530712	4.1819903988
73.7	4.4253022001	4.1822288245
73.8	4.4256513237	4.1824644202
73.9	4.4259996791	4.1827017322
74	4.4263480292	4.1829362516
74.1	4.4266956112	4.183172508
74.2	4.4270431879	4.1834060082
74.3	4.4273907595	4.1836367781
74.4	4.427737563	4.1838693226
74.5	4.4280843614	4.184099172
74.6	4.4284311547	4.1843263513
74.7	4.42877718	4.1845553413
74.8	4.4291232003	4.1847816953
74.9	4.4294684526	4.1850098778
75	4.4298136999	4.1852354578
75.1	4.4301589423	4.1854584592
75.2	4.4305034168	4.1856833225
75.3	4.4308478864	4.1859056395
75.4	4.4311923511	4.1861254336
75.5	4.431536048	4.1863471215
75.6	4.43187974	4.1865663176
75.7	4.4322234273	4.1867830448
75.8	4.4325663468	4.1870016962
75.9	4.4329092616	4.1872179088
76	4.4332514086	4.1874360602
76.1	4.4335943139	4.1876474542
76.2	4.4339356887	4.1878651563
76.3	4.4342778217	4.1880761449
76.4	4.4346191871	4.1882891146
76.5	4.4349605478	4.1884997464
76.6	4.435301904	4.1887080617
76.7	4.4356424927	4.1889183843
76.8	4.4359830768	4.1891264175
76.9	4.4363228935	4.1893364702
77	4.4366627056	4.18954426
77.1	4.4370025132	4.1897498073
77.2	4.4373423164	4.1899531319
77.3	4.4376813521	4.1901585131
77.4	4.4380203835	4.1903616972
77.5	4.4383594104	4.1905627037
77.6	4.43869767	4.1907657894
77.7	4.4390359253	4.1909667221
77.8	4.4393741762	4.1911655209
77.9	4.4397116599	4.1913664206
78	4.4400499022	4.1915610012
78.1	4.4403866143	4.1917619076
78.2	4.4407240851	4.1919565323
78.3	4.4410607888	4.1921532897
78.4	4.4413974882	4.1923479965
78.5	4.4417341834	4.1925406708
78.6	4.4420701116	4.192735497
78.7	4.4424060355	4.1929283124
78.8	4.4427419553	4.1931191348
78.9	4.4430771081	4.1933121271
79	4.4434130197	4.1934990087
79.1	4.4437474013	4.1936922127
79.2	4.4440825418	4.1938793404
79.3	4.4444169153	4.1940686652
79.4	4.4447520477	4.1942519609
79.5	4.4450856503	4.194441578
79.6	4.4454200118	4.1946251993
79.7	4.4457536064	4.1948110432
79.8	4.446087197	4.1949950217
79.9	4.4464207837	4.1951771507
80	4.4467536036	4.195361517
80.1	4.4470871824	4.1955399884
80.2	4.4474199945	4.195720715
80.3	4.4477520398	4.1959036928
80.4	4.4480848442	4.1960808292
80.5	4.4484168818	4.1962602342
80.6	4.4487489156	4.1964378723
80.7	4.4490801827	4.196617783
80.8	4.4494122089	4.1967919263
80.9	4.4497434684	4.1969683587
