perioda	phase	group
81.1	4.0320021792	3.8236671716
81.2	4.0322735483	3.82352454
81.3	4.0325441539	3.8234017958
81.4	4.0328155217	3.8232678973
81.5	4.0330876516	3.8231228916
81.6	4.033359781	3.8229822638
81.7	4.0336311468	3.8228614147
81.8	4.0339040376	3.8227140819
81.9	4.0341761649	3.8225864939
82	4.0344490545	3.8224478693
82.1	4.0347219433	3.8223135849
82.2	4.0349955944	3.822168316
82.3	4.035268482	3.8220426835
82.4	4.0355421318	3.8219060779
82.5	4.0358165438	3.8217585448
82.6	4.0360901923	3.8216305772
82.7	4.036364603	3.8214916931
82.8	4.036639013	3.8213571192
82.9	4.0369141853	3.8212116793
83	4.037189357	3.8210705578
83.1	4.0374645281	3.8209337389
83.2	4.0377396986	3.8208012068
83.3	4.0380156312	3.8206578692
83.4	4.0382915633	3.8205188263
83.5	4.0385674947	3.8203840623
83.6	4.0388434255	3.8202535615
83.7	4.0391201185	3.8201123146
83.8	4.0393968108	3.8199753384
83.9	4.0396742654	3.8198276646
84	4.0399509566	3.8196992008
84.1	4.0402284099	3.8195600492
84.2	4.0405066256	3.8194102528
84.3	4.0407840777	3.8192795966
84.4	4.0410622922	3.819138305
84.5	4.0413405059	3.8190012513
84.6	4.041619482	3.8188536097
84.7	4.0418976946	3.8187250024
84.8	4.0421766694	3.8185858163
84.9	4.0424564065	3.8184360938
85	4.0427353801	3.8183053361
85.1	4.043015116	3.8181640509
85.2	4.0432956142	3.8180122801
85.3	4.0435753489	3.8178794048
85.4	4.0438558459	3.8177360525
85.5	4.0441363423	3.8175968949
85.6	4.0444168381	3.8174619162
85.7	4.0446980962	3.8173165105
85.8	4.0449793537	3.8171752899
85.9	4.0452606106	3.8170382387
86	4.0455426297	3.8168908099
86.1	4.0458246484	3.8167475564
86.2	4.0461066664	3.8166084627
86.3	4.0463886838	3.8164735133
86.4	4.0466714635	3.8163282389
86.5	4.0469542427	3.8161871144
86.6	4.0472370212	3.8160501244
86.7	4.0475205621	3.8159028577
86.8	4.0478041024	3.8157597309
86.9	4.0480876421	3.8156207285
87	4.0483719441	3.8154714971
87.1	4.0486554826	3.8153407145
87.2	4.0489405464	3.8151854102
87.3	4.0492248467	3.815048522
87.4	4.0495099094	3.8149014553
87.5	4.0497949715	3.8147584928
87.6	4.050080033	3.8146196192
87.7	4.0503650939	3.8144848191
87.8	4.0506509171	3.8143398907
87.9	4.0509367397	3.8141990409
88	4.0512233247	3.8140481052
88.1	4.0515099091	3.8139012531
88.2	4.051796493	3.8137584692
88.3	4.0520830764	3.8136197382
88.4	4.0523704221	3.8134709704
88.5	4.0526577672	3.8133262604
88.6	4.0529451118	3.8131855929
88.7	4.0532324557	3.813048953
88.8	4.0535205621	3.8129023245
88.9	4.0538086678	3.8127597282
89	4.0540975359	3.8126071846
89.1	4.0543856406	3.8124726237
89.2	4.0546745076	3.8123281221
89.3	4.054963374	3.812187627
89.4	4.0552530028	3.8120372321
89.5	4.0555426311	3.8118908482
89.6	4.0558322588	3.8117484604
89.7	4.0561226489	3.8115962163
89.8	4.0564122756	3.8114617919
89.9	4.0567026646	3.8113175175
90	4.0569938159	3.8111634303
90.1	4.0572842039	3.8110270983
90.2	4.0575753541	3.8108809595
90.3	4.0578665038	3.8107387808
90.4	4.0581584159	3.810586835
90.5	4.0584503275	3.8104388534
90.6	4.0587422386	3.8102948212
90.7	4.0590341491	3.8101547237
90.8	4.059326822	3.8100049045
90.9	4.0596194944	3.8098590242
91	4.0599121662	3.809717068
91.1	4.0602056004	3.8095654322
91.2	4.0604990341	3.8094177245
91.3	4.0607924673	3.8092739304
91.4	4.0610859	3.8091340353
91.5	4.061380095	3.8089845051
91.6	4.0616742895	3.8088388779
91.7	4.0619684834	3.8086971391
91.8	4.0622634398	3.8085458066
91.9	4.0625583956	3.8083983664
92	4.0628533509	3.8082548042
92.1	4.0631490687	3.8081016892
92.2	4.0634447859	3.8079524558
92.3	4.0637405026	3.8078070899
92.4	4.0640362188	3.8076655771
92.5	4.0643326974	3.8075145547
92.6	4.0646291755	3.8073673892
92.7	4.0649256531	3.8072240664
92.8	4.065222893	3.8070712743
92.9	4.0655201325	3.8069223285
93	4.0658173715	3.8067772149
93.1	4.06611461	3.8066359193
93.2	4.0664126108	3.8064851971
93.3	4.0667106111	3.8063382966
93.4	4.067008611	3.8061952038
93.5	4.0673073732	3.8060427239
93.6	4.067606135	3.8058940553
93.7	4.0679048962	3.805749184
93.8	4.0682044199	3.805594965
93.9	4.0685039431	3.8054445468
94	4.0688034658	3.8052979157
94.1	4.069102988	3.8051550577
94.2	4.0694032726	3.8050028935
94.3	4.0697035567	3.8048545059
94.4	4.0700038404	3.8047098813
94.5	4.0703048864	3.804555989
94.6	4.070605932	3.8044058633
94.7	4.0709069771	3.8042594902
94.8	4.0712080217	3.8041168561
94.9	4.0715098286	3.8039649954
95	4.0718116352	3.8038168772
95.1	4.0721142041	3.8036595681
95.2	4.0724160097	3.8035189088
95.3	4.0727185777	3.8033690635
95.4	4.0730219081	3.803210065
95.5	4.0733244752	3.8030676584
95.6	4.0736278046	3.8029161036
95.7	4.0739311336	3.8027682576
95.8	4.0742352251	3.8026112985
95.9	4.0745385532	3.8024708444
96	4.0748426436	3.8023212821
96.1	4.0751474965	3.802162644
96.2	4.0754515861	3.8020204538
96.3	4.0757564381	3.8018691926
96.4	4.0760612896	3.801721607
96.5	4.0763669035	3.8015649852
96.6	4.0766725171	3.8014120424
96.7	4.0769781301	3.8012627655
96.8	4.0772837427	3.8011171413
96.9	4.0775901177	3.8009625199
97	4.0778964923	3.8008115547
97.1	4.0782028664	3.8006642324
97.2	4.0785100029	3.8005079496
97.3	4.078817139	3.8003553132
97.4	4.0791242747	3.8002063101
97.5	4.0794314099	3.8000609275
97.6	4.0797393075	3.799906623
97.7	4.0800472047	3.7997559422
97.8	4.0803558643	3.7995963734
97.9	4.0806637606	3.7994529154
98	4.0809724194	3.7993005741
98.1	4.0812810776	3.7991518341
98.2	4.0815904984	3.7989942443
98.3	4.0818999187	3.7988402592
98.4	4.0822093386	3.7986898661
98.5	4.082518758	3.7985430523
98.6	4.0828289399	3.7983874266
98.7	4.0831391213	3.7982353835
98.8	4.0834493023	3.7980869105
98.9	4.0837602457	3.797929661
99	4.0840711888	3.7977759848
99.1	4.0843821314	3.7976258694
99.2	4.0846938364	3.7974670127
99.3	4.0850047782	3.7973239951
99.4	4.0853164823	3.7971722407
99.5	4.085628949	3.79701178
99.6	4.0859414152	3.7968548742
99.7	4.086253881	3.7967015109
99.8	4.0865663464	3.7965516779
99.9	4.0868788114	3.7964053628
100	4.0871920388	3.7962503806
100.1	4.0875052657	3.7960989197
100.2	4.0878192552	3.795938824
100.3	4.0881332442	3.7957822529
100.4	4.0884472329	3.7956291941
100.5	4.0887612211	3.7954796355
100.6	4.0890759718	3.7953214787
100.7	4.089390722	3.7951668255
100.8	4.0897054719	3.7950156636
100.9	4.0900202213	3.7948679811
101	4.0903357332	3.7947117369
101.1	4.0906512446	3.7945589754
101.2	4.0909675186	3.794397684
101.3	4.0912837922	3.7942398785
101.4	4.0916000654	3.794085547
101.5	4.0919163381	3.7939346777
101.6	4.0922333734	3.7937753144
101.7	4.0925496453	3.7936313469
101.8	4.0928674426	3.7934669735
101.9	4.0931844766	3.7933179712
102	4.0935022731	3.7931605107
102.1	4.0938200692	3.7930064954
102.2	4.0941386278	3.7928440531
102.3	4.0944564231	3.7926969059
102.4	4.0947749808	3.7925413361
102.5	4.0950943011	3.7923773726
102.6	4.0954128581	3.7922286542
102.7	4.0957321776	3.7920715466
102.8	4.0960514967	3.7919178558
102.9	4.0963715783	3.7917558066
103	4.0966916595	3.7915971776
103.1	4.0970117403	3.7914419572
103.2	4.0973318207	3.7912901342
103.3	4.0976526637	3.7911299877
103.4	4.0979735062	3.7909732418
103.5	4.0982943483	3.7908198851
103.6	4.098615953	3.7906582376
103.7	4.0989367943	3.7905116378
103.8	4.0992591611	3.79034511
103.9	4.0995807646	3.7901936062
104	4.0999031306	3.7900338463
104.1	4.1002254962	3.7898774598
104.2	4.1005478614	3.7897244353
104.3	4.1008709892	3.7895631871
104.4	4.1011941165	3.7894053043
104.5	4.1015172435	3.7892507758
104.6	4.101841133	3.7890880558
104.7	4.1021650221	3.7889286933
104.8	4.1024889109	3.7887726775
104.9	4.1028127993	3.7886199971
105	4.1031374501	3.7884591594
105.1	4.1034621006	3.7883016606
105.2	4.1037875137	3.788136034
105.3	4.1041121635	3.7879851923
105.4	4.1044375758	3.7878262271
105.5	4.1047629877	3.7876705823
105.6	4.1050891621	3.7875068437
105.7	4.1054153362	3.7873464288
105.8	4.10574151	3.7871893268
105.9	4.1060684462	3.7870241624
106	4.1063946192	3.7868736659
106.1	4.1067215547	3.7867151114
106.2	4.1070492528	3.7865485258
106.3	4.1073761876	3.786396562
106.4	4.1077038849	3.7862365715
106.5	4.1080323448	3.7860685812
106.6	4.1083600414	3.7859151669
106.7	4.1086885006	3.7857537571
106.8	4.1090169594	3.7855956276
106.9	4.1093461808	3.7854295314
107	4.1096746388	3.7852779425
107.1	4.1100046224	3.7851071802
107.2	4.1103338427	3.7849509034
107.3	4.1106638255	3.7847866929
107.4	4.1109938081	3.7846257483
107.5	4.1113237902	3.7844680594
107.6	4.111653772	3.7843136156
107.7	4.1119845163	3.784151271
107.8	4.1123152603	3.7839921751
107.9	4.1126467668	3.7838252068
108	4.112978273	3.7836614905
108.1	4.1133097788	3.7835010158
108.2	4.1136412844	3.7833437726
108.3	4.1139735524	3.7831786895
108.4	4.1143058201	3.7830168413
108.5	4.1146380875	3.7828582177
108.6	4.1149711175	3.7826917845
108.7	4.1153041471	3.7825285794
108.8	4.1156371764	3.7823685921
108.9	4.1159702053	3.7822118125
109	4.1163039967	3.7820472557
109.1	4.1166377879	3.7818859101
109.2	4.1169723416	3.781716815
109.3	4.117306895	3.7815509346
109.4	4.1176414481	3.7813882587
109.5	4.1179760009	3.7812287773
109.6	4.1183113162	3.7810615785
109.7	4.1186458683	3.7809084676
109.8	4.1189819458	3.7807367656
109.9	4.1193172601	3.7805791309
110	4.119653337	3.7804138106
110.1	4.1199894136	3.7802516718
110.2	4.1203262527	3.7800818748
110.3	4.1206623286	3.7799260809
110.4	4.1209991671	3.7797626331
110.5	4.1213367682	3.7795915563
110.6	4.121674369	3.7794236582
110.7	4.1220119694	3.7792589289
110.8	4.1223495696	3.7790973588
110.9	4.1226871694	3.7789389381
111	4.1230255318	3.778772922
111.1	4.1233638938	3.7786100589
111.2	4.1237030185	3.7784396274
111.3	4.1240421428	3.7782723522
111.4	4.1243812669	3.7781082237
111.5	4.1247203906	3.7779472325
111.6	4.1250602769	3.7777787039
111.7	4.1254001629	3.7776133159
111.8	4.1257400486	3.777451059
111.9	4.1260806969	3.7772812936
112	4.1264213449	3.7771146628
112.1	4.1267619925	3.7769511571
112.2	4.1271034028	3.7767801716
112.3	4.1274448128	3.7766123146
112.4	4.1277862225	3.7764475767
112.5	4.1281276319	3.7762859486
112.6	4.1284698038	3.7761168713
112.7	4.1288119755	3.7759509072
112.8	4.1291549098	3.7757775204
112.9	4.1294970809	3.7756177655
113	4.1298400145	3.7754505919
113.1	4.1301837108	3.7752760239
113.2	4.1305266439	3.7751150479
113.3	4.1308703396	3.7749466816
113.4	4.131214035	3.7747814076
113.5	4.131558493	3.7746087693
113.6	4.1319029507	3.7744392267
113.7	4.1322474082	3.7742727708
113.8	4.1325918653	3.7741093924
113.9	4.132937085	3.7739386798
114	4.1332823045	3.7737710482
114.1	4.1336282866	3.7735961081
114.2	4.1339735055	3.7734346216
114.3	4.134319487	3.7732658309
114.4	4.1346662311	3.7730897596
114.5	4.135012212	3.7729271029
114.6	4.1353589556	3.7727571697
114.7	4.1357064618	3.7725799836
114.8	4.1360532048	3.7724161734
114.9	4.1364007104	3.7722451144
115	4.1367482158	3.7720771107
115.1	4.1370964838	3.7719018835
115.2	4.1374447515	3.7717297152
115.3	4.137793019	3.7715605967
115.4	4.1381412861	3.7713945193
115.5	4.1384903159	3.7712212479
115.6	4.1388393454	3.771051021
115.7	4.1391883747	3.7708838298
115.8	4.1395381666	3.7707094718
115.9	4.1398879582	3.7705381531
116	4.1402377495	3.7703698647
116.1	4.1405883035	3.7701944367
116.2	4.1409388572	3.7700220426
116.3	4.1412894107	3.7698526737
116.4	4.1416399638	3.7696863214
116.5	4.1419912796	3.7695128583
116.6	4.1423425952	3.7693424153
116.7	4.1426946734	3.7691648865
116.8	4.1430467513	3.7689903811
116.9	4.143398829	3.7688188905
117	4.1437509064	3.7686504062
117.1	4.1441037465	3.7684748649
117.2	4.1444565863	3.7683023332
117.3	4.1448094258	3.7681328028
117.4	4.145163028	3.7679562419
117.5	4.14551663	3.7677826856
117.6	4.1458702317	3.7676121256
117.7	4.146224596	3.7674345615
117.8	4.1465789601	3.767259997
117.9	4.146933324	3.7670884238
118	4.1472884505	3.7669098729
118.1	4.1476428138	3.7667442666
118.2	4.1479987027	3.7665617471
118.3	4.1483538285	3.7663921549
118.4	4.1487097169	3.7662156133
118.5	4.1490656051	3.7660420531
118.6	4.1494222559	3.7658615675
118.7	4.1497781436	3.7656939547
118.8	4.1501347939	3.7655194207
118.9	4.1504922069	3.7653379873
119	4.1508488568	3.7651693911
119.1	4.1512062693	3.7649938995
119.2	4.1515644445	3.7648115346
119.3	4.1519218566	3.7646419713
119.4	4.1522800313	3.7644655386
119.5	4.1526389687	3.7642822582
119.6	4.1529971429	3.7641117442
119.7	4.1533560798	3.7639343865
119.8	4.1537150165	3.7637599828
119.9	4.1540747159	3.7635787589
120	4.154434415	3.7634004925
120.1	4.1547941139	3.7632251752
120.2	4.1551538126	3.7630527992
120.3	4.1555142739	3.7628736306
120.4	4.155874735	3.7626974066
120.5	4.1562359588	3.7625144134
120.6	4.1565971824	3.7623343682
120.7	4.1569584058	3.762157263
120.8	4.1573196289	3.7619830899
120.9	4.1576816147	3.7618021748
121	4.1580436003	3.7616241951
121.1	4.1584055857	3.7614491429
121.2	4.1587683337	3.7612673739
121.3	4.1591310816	3.7610885358
121.4	4.1594938292	3.7609126207
121.5	4.1598573395	3.7607300139
121.6	4.1602208496	3.7605503334
121.7	4.1605843594	3.7603735714
121.8	4.160948632	3.7601901427
121.9	4.1613129044	3.7600096357
122	4.1616771765	3.7598320429
122.1	4.1620422114	3.7596478081
122.2	4.162407246	3.7594664907
122.3	4.1627722805	3.7592880829
122.4	4.1631373147	3.7591125771
122.5	4.1635031116	3.7589304559
122.6	4.1638689083	3.75875124
122.7	4.1642354677	3.7585654313
122.8	4.1646020269	3.7583825313
122.9	4.1649685859	3.7582025323
123	4.1653351446	3.7580254265
123.1	4.1657024661	3.7578417544
123.2	4.1660697874	3.7576609789
123.3	4.1664378714	3.7574736596
123.4	4.1668051923	3.7572986635
123.5	4.1671732759	3.7571171274
123.6	4.1675421222	3.7569290717
123.7	4.1679109683	3.7567439116
123.8	4.1682798142	3.7565616396
123.9	4.16864866	3.7563822482
124	4.1690182684	3.7561963631
124.1	4.1693878767	3.7560133619
124.2	4.1697574847	3.7558332371
124.3	4.1701278555	3.7556466426
124.4	4.170498226	3.7554629278
124.5	4.1708685964	3.7552820853
124.6	4.1712397295	3.755094797
124.7	4.1716108624	3.7549103842
124.8	4.1719819952	3.7547288395
124.9	4.1723538906	3.7545408729
125	4.1727257859	3.7543557776
125.1	4.173097681	3.7541735463
125.2	4.1734703388	3.7539849168
125.3	4.1738422335	3.7538084001
125.4	4.1742156538	3.7536162526
125.5	4.174588311	3.7534362027
125.6	4.174961731	3.7532497801
125.7	4.1753359137	3.7530570045
125.8	4.1757093334	3.752876295
125.9	4.1760835157	3.7526892362
126	4.1764576979	3.7525050292
126.1	4.1768326428	3.7523144944
126.2	4.1772075875	3.7521268146
126.3	4.1775825321	3.7519419827
126.4	4.1779574765	3.7517599913
126.5	4.1783331836	3.7515716973
126.6	4.1787096534	3.7513771201
126.7	4.1790853602	3.7511945151
126.8	4.1794618297	3.7510056306
126.9	4.1798382991	3.7508195859
127	4.1802155312	3.750627283
127.1	4.1805927631	3.7504378231
127.2	4.1809699949	3.7502511992
127.3	4.1813472265	3.7500674041
127.4	4.1817252208	3.7498773755
127.5	4.182103215	3.7496901789
127.6	4.1824819719	3.7494967698
127.7	4.1828607287	3.7493061959
127.8	4.1832394853	3.7491184502
127.9	4.1836182417	3.7489335256
128	4.1839977609	3.748742413
128.1	4.1843772799	3.7485541247
128.2	4.1847575617	3.7483596693
128.3	4.1851378433	3.7481680413
128.4	4.1855181248	3.7479792338
128.5	4.1858984061	3.7477932398
128.6	4.1862794502	3.747601103
128.7	4.1866604941	3.7474117828
128.8	4.1870423007	3.7472163405
128.9	4.1874241073	3.7470237179
129	4.1878059136	3.7468339082
129.1	4.1881877198	3.7466469045
129.2	4.1885702888	3.7464538027
129.3	4.1889536206	3.7462546214
129.4	4.1893361893	3.7460671392
129.5	4.1897195207	3.7458735811
129.6	4.190102852	3.7456828283
129.7	4.1904869461	3.74548602
129.8	4.1908702771	3.7453008657
129.9	4.1912551338	3.7451008223
130	4.1916392275	3.744912419
130.1	4.1920240839	3.7447179838
130.2	4.1924089402	3.7445263467
130.3	4.1927945592	3.7443286978
130.4	4.1931801781	3.74413385
130.5	4.1935657969	3.7439417965
130.6	4.1939514155	3.7437525305
130.7	4.1943377969	3.7435572765
130.8	4.1947249411	3.7433560526
130.9	4.1951113223	3.7431663811
131	4.1954984662	3.7429707432
131.1	4.19588561	3.7427778923
131.2	4.1962735165	3.742579095
131.3	4.196661423	3.7423830876
131.4	4.1970493293	3.7421898637
131.5	4.1974379984	3.7419907147
131.6	4.1978266673	3.7417943522
131.7	4.1982153362	3.7416007693
131.8	4.1986047678	3.741401283
131.9	4.1989941993	3.7412045794
132	4.1993836307	3.741010652
132.1	4.1997738248	3.7408108424
132.2	4.2001640189	3.7406138119
132.3	4.2005542128	3.7404195541
132.4	4.2009451695	3.7402194353
132.5	4.2013361261	3.7400220921
132.6	4.2017270825	3.7398275179
132.7	4.2021188018	3.7396271039
132.8	4.2025105209	3.7394294619
132.9	4.20290224	3.7392345855
133	4.2032947218	3.7390338903
133.1	4.2036872035	3.7388359635
133.2	4.204079685	3.7386407988
133.3	4.2044729294	3.7384398363
133.4	4.2048661737	3.7382416387
133.5	4.2052601808	3.7380376625
133.6	4.2056534248	3.7378449832
133.7	4.2060481945	3.7376380077
133.8	4.2064422013	3.7374423159
133.9	4.2068369708	3.7372408678
134	4.2072317402	3.7370421778
134.1	4.2076272725	3.7368377505
134.2	4.2080220417	3.736644565
134.3	4.2084183366	3.7364371727
134.4	4.2088138685	3.736241009
134.5	4.2092101632	3.7360391303
134.6	4.2096064579	3.7358400026
134.7	4.2100035153	3.7356351788
134.8	4.2104005726	3.735433109
134.9	4.2107976298	3.7352337868
135	4.2111954499	3.7350287888
135.1	4.2115932698	3.7348265413
135.2	4.2119910897	3.7346270381
135.3	4.2123896723	3.7344218794
135.4	4.2127882549	3.7342194677
135.5	4.2131868373	3.7340197969
135.6	4.2135861826	3.7338144908
135.7	4.2139855278	3.7336119283
135.8	4.2143856358	3.7334037492
135.9	4.2147849808	3.7332066628
136	4.2151858516	3.7329956245
136.1	4.2155859593	3.7327956661
136.2	4.2159868299	3.7325901126
136.3	4.2163877003	3.7323872959
136.4	4.2167893336	3.7321789026
136.5	4.2171902039	3.7319815486
136.6	4.2175925999	3.731770329
136.7	4.217994233	3.7315701362
136.8	4.2183966288	3.731364388
136.9	4.2187997875	3.7311531012
137	4.2192021832	3.7309528145
137.1	4.2196053417	3.7307469923
137.2	4.2200092631	3.7305356512
137.3	4.2204124214	3.7303352838
137.4	4.2208163426	3.7301294005
137.5	4.2212210267	3.7299180179
137.6	4.2216249477	3.7297175828
137.7	4.2220303945	3.7295034439
137.8	4.2224350782	3.72930024
137.9	4.2228405249	3.7290915577
138	4.2232459714	3.7288855984
138.1	4.2236521808	3.7286741786
138.2	4.2240583902	3.7284654845
138.3	4.2244645994	3.72825951
138.4	4.2248708086	3.728056249
138.5	4.2252777806	3.7278475485
138.6	4.2256855154	3.7276334246
138.7	4.2260924873	3.7274301579
138.8	4.226500222	3.7272214708
138.9	4.2269087196	3.7270073796
139	4.2273172171	3.7267960101
139.1	4.2277257145	3.7265873562
139.2	4.2281342119	3.7263814122
139.3	4.2285434721	3.7261700845
139.4	4.2289527322	3.7259614692
139.5	4.2293627552	3.7257474879
139.6	4.2297727781	3.7255362217
139.7	4.230182801	3.7253276646
139.8	4.2305928238	3.7251218108
139.9	4.2310036095	3.7249106113
140	4.231415158	3.724694082
140.1	4.2318267064	3.7244802672
140.2	4.2322382549	3.7242691608
140.3	4.2326498032	3.7240607572
140.4	4.2330621144	3.723847044
140.5	4.2334744256	3.723636036
140.6	4.2338867366	3.7234277275
140.7	4.2342998106	3.7232141281
140.8	4.2347136474	3.7229952536
140.9	4.2351267212	3.7227870594
141	4.2355405579	3.722573593
141.1	4.2359543946	3.7223628254
141.2	4.2363689941	3.7221468025
141.3	4.2367835935	3.721933481
141.4	4.2371989559	3.7217149213
141.5	4.2376135552	3.7215069922
141.6	4.2380289175	3.7212938277
141.7	4.2384450426	3.7210754433
141.8	4.2388611676	3.7208597597
141.9	4.2392772926	3.720646771
142	4.2396941805	3.7204285807
142.1	4.2401110684	3.7202130879
142.2	4.2405279562	3.7200002868
142.3	4.2409456069	3.7197823023
142.4	4.2413632575	3.7195670121
142.5	4.2417809081	3.7193544104
142.6	4.2421993216	3.7191366435
142.7	4.242617735	3.7189215676
142.8	4.2430361484	3.7187091771
142.9	4.2434553246	3.7184916394
143	4.2438752638	3.7182689696
143.1	4.2442944399	3.7180568088
143.2	4.244714379	3.7178395186
143.3	4.245135081	3.7176171143
143.4	4.2455550199	3.7174051946
143.5	4.2459757218	3.7171881636
143.6	4.2463971866	3.7169660362
143.7	4.2468186513	3.7167465984
143.8	4.247240116	3.7165298446
143.9	4.2476615807	3.7163157691
144	4.2480838082	3.7160966165
144.1	4.2485067987	3.7158724015
144.2	4.2489290262	3.7156586115
144.3	4.2493527795	3.7154320327
144.4	4.2497757698	3.7152158675
144.5	4.2501995231	3.7149946589
144.6	4.2506232763	3.7147761303
144.7	4.2510470295	3.7145602763
144.8	4.2514715456	3.7143393965
144.9	4.2518968246	3.7141135055
145	4.2523213406	3.7138979806
145.1	4.2527466196	3.7136774472
145.2	4.2531726614	3.7134519201
145.3	4.2535987032	3.7132290746
145.4	4.254024745	3.7130089053
145.5	4.2544507868	3.7127914067
145.6	4.2548775915	3.7125689329
145.7	4.2553043961	3.7123491321
145.8	4.2557319637	3.7121243722
145.9	4.2561595312	3.7119022875
146	4.2565870988	3.7116828728
146.1	4.2570154292	3.7114585159
146.2	4.2574437596	3.7112368313
146.3	4.2578728529	3.7110102204
146.4	4.2583019462	3.7107862839
146.5	4.2587310395	3.7105650166
146.6	4.2591608957	3.7103388399
146.7	4.2595907519	3.7101153346
146.8	4.2600206081	3.7098944953
146.9	4.2604512272	3.7096687636
147	4.2608818463	3.7094457001
147.1	4.2613132283	3.7092177598
147.2	4.2617446103	3.70899249
147.3	4.2621759923	3.7087698853
147.4	4.2626081372	3.7085424206
147.5	4.2630402821	3.7083176233
147.6	4.263472427	3.708095488
147.7	4.2639053348	3.7078685094
147.8	4.2643382426	3.707644195
147.9	4.2647719133	3.7074150528
148	4.265205584	3.707188577
148.1	4.2656392547	3.7069647623
148.2	4.2660736883	3.7067361363
148.3	4.266508122	3.7065101737
148.4	4.2669425556	3.7062868691
148.5	4.2673777522	3.7060587697
148.6	4.2678137116	3.7058258894
148.7	4.2682489082	3.7056031115
148.8	4.2686848677	3.7053755552
148.9	4.2691215901	3.7051432343
149	4.2695575496	3.7049209933
149.1	4.2699950349	3.7046865814
149.2	4.2704317573	3.7044622386
149.3	4.2708692427	3.7042331488
149.4	4.2713067281	3.7040067152
149.5	4.2717449763	3.7037755497
149.6	4.2721832246	3.7035470426
149.7	4.2726222359	3.7033138185
149.8	4.2730612471	3.7030832549
149.9	4.2735002584	3.7028553466
150	4.2739392696	3.7026300883
150.1	4.2743790438	3.7024001304
150.2	4.2748195809	3.7021654864
150.3	4.2752601181	3.701933502
150.4	4.2757006553	3.7017041718
150.5	4.2761411924	3.7014774908
150.6	4.2765824925	3.7012461409
150.7	4.2770245556	3.7010101357
150.8	4.2774658557	3.7007840891
150.9	4.2779086817	3.7005460957
151	4.2783507448	3.7003180503
151.1	4.2787935709	3.7000853667
151.2	4.2792363969	3.6998553332
151.3	4.2796799859	3.6996206761
151.4	4.2801235749	3.6993886712
151.5	4.280567164	3.6991593134
151.6	4.281011516	3.6989253476
151.7	4.2814566309	3.6986867873
151.8	4.2819009829	3.6984581208
151.9	4.2823460979	3.6982248619
152	4.2827919759	3.697987024
152.1	4.2832370909	3.6977590582
152.2	4.2836837318	3.6975193029
152.3	4.2841296098	3.6972894093
152.4	4.2845762507	3.6970549533
152.5	4.2850236547	3.6968159482
152.6	4.2854702957	3.6965867831
152.7	4.2859184626	3.6963458893
152.8	4.2863658666	3.6961148251
152.9	4.2868140335	3.6958792284
153	4.2872622005	3.6956462755
153.1	4.2877111304	3.6954088042
153.2	4.2881600604	3.6951739787
153.3	4.2886097533	3.6949346491
153.4	4.2890594463	3.6946979672
153.5	4.2895091393	3.6944639282
153.6	4.2899595952	3.6942254001
153.7	4.2904100512	3.6939895167
153.8	4.2908605072	3.693756273
153.9	4.2913117262	3.6935185555
154	4.2917637081	3.693276377
154.1	4.2922149272	3.6930439436
154.2	4.2926669092	3.6928070513
154.3	4.2931196542	3.6925657132
154.4	4.2935723992	3.6923270205
154.5	4.2940251443	3.6920909683
154.6	4.2944786523	3.6918504851
154.7	4.2949321604	3.6916126442
154.8	4.2953856685	3.6913774408
154.9	4.2958399396	3.6911378213
155	4.2962942107	3.690900841
155.1	4.2967492448	3.6906594585
155.2	4.2972042789	3.6904207172
155.3	4.297660076	3.6901775873
155.4	4.2981158732	3.6899371005
155.5	4.2985716704	3.6896992516
155.6	4.2990282305	3.689457029
155.7	4.2994847908	3.6892174462
155.8	4.299941351	3.6889804984
155.9	4.3003986743	3.6887391915
156	4.3008559976	3.6885005213
156.1	4.3013140838	3.6882575057
156.2	4.3017721701	3.6880171287
156.3	4.3022310194	3.6877724197
156.4	4.3026898688	3.6875303511
156.5	4.3031487182	3.687290918
156.6	4.3036083306	3.6870471674
156.7	4.304067943	3.6868060541
156.8	4.3045275555	3.6865675732
156.9	4.3049879309	3.6863247894
157	4.3054490694	3.6860777149
157.1	4.3059094449	3.6858402002
157.2	4.3063713464	3.6855914836
157.3	4.3068324851	3.685352317
157.4	4.3072943867	3.685108875
157.5	4.3077562883	3.6848680659
157.6	4.3082189529	3.6846229948
157.7	4.3086816176	3.6843805583
157.8	4.3091450453	3.6841338731
157.9	4.3096084731	3.6838898242
158	4.3100719009	3.6836484067
158.1	4.3105360917	3.6834027547
158.2	4.3110002825	3.6831597358
158.3	4.3114652364	3.6829124956
158.4	4.3119301903	3.6826678902
158.5	4.3123959072	3.6824190765
158.6	4.3128608612	3.6821797321
158.7	4.3133273412	3.6819293542
158.8	4.3137930583	3.6816884359
158.9	4.3142595384	3.6814433242
159	4.3147267815	3.6811940312
159.1	4.3151940246	3.6809473733
159.2	4.3156612678	3.6807033457
159.3	4.316129274	3.6804551507
159.4	4.3165972803	3.6802095878
159.5	4.3170660496	3.6799598702
159.6	4.317534819	3.6797127864
159.7	4.3180035884	3.6794683314
159.8	4.3184731208	3.6792197357
159.9	4.3189426533	3.6789737706
160	4.3194129488	3.6787236774
160.1	4.3198832444	3.6784762165
160.2	4.3203535401	3.678231383
160.3	4.3208245987	3.6779824352
160.4	4.3212956574	3.6777361164
