perioda	phase	group
62.2	3.9845106071	3.843861304
62.3	3.9847455694	3.843790192
62.4	3.9849797668	3.8437426889
62.5	3.9852147251	3.8436770647
62.6	3.9854496815	3.8436142366
62.7	3.985684636	3.8435542292
62.8	3.9859195885	3.8434970663
62.9	3.9861545391	3.8434427711
63	3.9863902505	3.8433707217
63.1	3.9866259602	3.8433016491
63.2	3.9868616681	3.8432355746
63.3	3.9870973742	3.843172519
63.4	3.9873330783	3.8431125022
63.5	3.9875695435	3.8430350788
63.6	3.9878052441	3.8429812263
63.7	3.9880417056	3.8429100756
63.8	3.9882781654	3.8428421022
63.9	3.9885153863	3.8427569995
64	3.9887518428	3.8426954598
64.1	3.9889890603	3.8426168939
64.2	3.9892262761	3.8425416339
64.3	3.9894634903	3.8424696949
64.4	3.9897007028	3.8424010915
64.5	3.9899379135	3.8423358378
64.6	3.9901758854	3.8422538671
64.7	3.9904138557	3.8421753347
64.8	3.9906518244	3.8421002532
64.9	3.9908897914	3.8420286348
65	3.9911285197	3.8419405473
65.1	3.9913672465	3.8418560068
65.2	3.9916059717	3.8417750241
65.3	3.9918446955	3.8416976094
65.4	3.9920834176	3.8416237725
65.5	3.992322901	3.8415337475
65.6	3.99256162	3.841467121
65.7	3.9928011002	3.8413843909
65.8	3.9930413419	3.8412856585
65.9	3.9932808193	3.841210309
66	3.993521058	3.8411190383
66.1	3.9937612953	3.8410315221
66.2	3.9940015312	3.840947767
66.3	3.9942417656	3.8408677789
66.4	3.9944827613	3.8407720853
66.5	3.9947229929	3.8406996744
66.6	3.9949639857	3.8406116336
66.7	3.99520574	3.8405080582
66.8	3.9954467302	3.8404277405
66.9	3.9956884817	3.8403319608
67	3.995930232	3.8402400972
67.1	3.9961719809	3.8401521528
67.2	3.9964137284	3.8400681306
67.3	3.9966562373	3.8399688439
67.4	3.996898745	3.8398735415
67.5	3.9971412514	3.8397822249
67.6	3.9973837564	3.8396948958
67.7	3.9976270229	3.8395924924
67.8	3.9978702883	3.8394941354
67.9	3.9981135523	3.8393998251
68	3.9983568151	3.8393095618
68.1	3.9986000765	3.8392233455
68.2	3.9988440994	3.8391222686
68.3	3.9990881211	3.8390252938
68.4	3.9993329044	3.8389135746
68.5	3.9995769237	3.8388248261
68.6	3.9998217046	3.8387213917
68.7	4.0000664844	3.8386221097
68.8	4.0003112628	3.8385269778
68.9	4.000556803	3.8384173007
69	4.0008015791	3.8383304871
69.1	4.0010471167	3.8382291832
69.2	4.0012934161	3.8381134711
69.3	4.0015389515	3.8380205774
69.4	4.0017852486	3.8379133285
69.5	4.0020315445	3.8378103177
69.6	4.0022778393	3.8377115411
69.7	4.0025248957	3.8375985405
69.8	4.0027711882	3.8375082433
69.9	4.0030182423	3.837403772
70	4.0032660582	3.8372852048
70.1	4.0035131102	3.8371892915
70.2	4.0037609239	3.8370793301
70.3	4.0040087365	3.8369736754
70.4	4.0042565479	3.8368723213
70.5	4.0045051212	3.8367570423
70.6	4.0047536934	3.8366461045
70.7	4.0050022645	3.8365395016
70.8	4.0052508346	3.8364372267
70.9	4.0055001664	3.8363211686
71	4.0057494972	3.8362094772
71.1	4.005998827	3.8361021451
71.2	4.0062481557	3.8359991649
71.3	4.0064982462	3.8358825384
71.4	4.0067483357	3.8357703003
71.5	4.0069984242	3.8356624427
71.6	4.0072492745	3.8355410513
71.7	4.0074993609	3.8354419535
71.8	4.0077502092	3.8353293613
71.9	4.0080010564	3.8352211673
72	4.0082526654	3.8350995686
72.1	4.0085042736	3.8349824013
72.2	4.0087558808	3.8348696565
72.3	4.0090074869	3.8347613247
72.4	4.009259855	3.8346397127
72.5	4.0095122221	3.8345225453
72.6	4.0097645882	3.8344098128
72.7	4.0100169534	3.8343015053
72.8	4.0102700804	3.8341800382
72.9	4.0105232065	3.834063026
73	4.0107763317	3.8339504584
73.1	4.0110302188	3.8338248315
73.2	4.0112833421	3.8337211445
73.3	4.0115372272	3.8336044309
73.4	4.0117918744	3.8334747561
73.5	4.0120457577	3.8333669578
73.6	4.012300403	3.8332462296
73.7	4.0125550473	3.8331299692
73.8	4.0128104537	3.8330008587
73.9	4.0130650962	3.8328935224
74	4.0133205007	3.8327733659
74.1	4.0135766672	3.8326404525
74.2	4.01383207	3.8325292479
74.3	4.0140882347	3.8324053152
74.4	4.0143443985	3.8322858659
74.5	4.0146005615	3.8321708882
74.6	4.0148574864	3.8320432724
74.7	4.0151144105	3.8319201515
74.8	4.0153713337	3.8318015132
74.9	4.015629019	3.8316703251
75	4.0158859405	3.8315606364
75.1	4.0161436239	3.8314384241
75.2	4.0164020695	3.8313037482
75.3	4.0166597513	3.8311905043
75.4	4.0169181951	3.831064822
75.5	4.0171766381	3.8309436278
75.6	4.0174358431	3.8308100669
75.7	4.0176942844	3.8306978313
75.8	4.0179534877	3.830573253
75.9	4.0182134531	3.8304363902
76	4.0184726549	3.8303207841
76.1	4.0187326186	3.8301929167
76.2	4.0189925816	3.8300695373
76.3	4.0192533066	3.8299339654
76.4	4.019513268	3.8298195424
76.5	4.0197739913	3.8296929491
76.6	4.0200354768	3.8295542419
76.7	4.0202961987	3.829436614
76.8	4.0205576826	3.8293068936
76.9	4.0208191657	3.8291816561
77	4.0210806479	3.8290608873
77.1	4.0213428923	3.8289281025
77.2	4.0216051359	3.8287998034
77.3	4.0218673787	3.8286759758
77.4	4.0221303836	3.828540207
77.5	4.0223933878	3.8284089259
77.6	4.0226563913	3.8282821179
77.7	4.0229193939	3.8281597688
77.8	4.0231831587	3.8280255615
77.9	4.0234469227	3.8278958283
78	4.0237106859	3.8277705547
78.1	4.0239752113	3.8276334949
78.2	4.024238973	3.827517117
78.3	4.0245042597	3.8273727867
78.4	4.0247687828	3.8272491055
78.5	4.0250340681	3.8271137174
78.6	4.0252993526	3.8269827881
78.7	4.0255646364	3.8268563027
78.8	4.0258299194	3.8267342465
78.9	4.0260959645	3.8266005605
79	4.0263620089	3.826471317
79.1	4.0266288154	3.8263305034
79.2	4.0268956213	3.8261941451
79.3	4.0271624265	3.8260622271
79.4	4.027429231	3.8259347342
79.5	4.0276960346	3.8258116513
79.6	4.0279636004	3.8256770802
79.7	4.0282311655	3.8255469314
79.8	4.0284994928	3.825405352
79.9	4.0287678195	3.8252682068
80	4.0290361454	3.8251354802
80.1	4.0293044706	3.825007157
80.2	4.029573558	3.8248674746
80.3	4.0298418818	3.8247479317
80.4	4.0301117307	3.8246013413
80.5	4.030380816	3.8244748566
80.6	4.0306506635	3.8243370826
80.7	4.0309205103	3.8242037031
80.8	4.0311903564	3.8240747028
80.9	4.0314609646	3.8239344748
81	4.0317315723	3.8237986362
